empresa,tipo_proyecto,region,numero_rca,año_rca,categoria_compromiso,frecuencia_reporte,responsable_area,dias_restantes,historial_incumplimientos,cantidad_documentos,presupuesto_asociado_usd,criticidad,cumplimiento_porcentaje,estado_avance,riesgo_incumplimiento
Transelec,Parque Eolico,Biobio,RCA-1760,2023,Residuos,Trimestral,Permisos,132,3,30.0,56725,Alta,93,Completado,Medio
Enel,Central Hidroelectrica,Biobio,RCA-8758,2014,Arqueologia,Trimestral,Permisos,355,0,8.0,118576,Baja,72,En Proceso,Bajo
Transelec,Subestacion,Antofagasta,RCA-1906,2019,Residuos,Semestral,Territorio,151,1,10.0,89716,Media,90,Completado,Bajo
AES Andes,Central Hidroelectrica,Valparaiso,RCA-6499,2012,Residuos,Anual,Construccion,289,1,,80474,Media,98,Completado,Bajo
Transelec,Subestacion,Metropolitana,RCA-1364,2012,Reforestacion,Trimestral,Operacion,222,3,38.0,53430,Baja,66,En Proceso,Bajo
Transelec,Subestacion,Metropolitana,RCA-8769,2017,Arqueologia,Mensual,Territorio,224,3,22.0,50300,Alta,76,En Proceso,Medio
AES Andes,Linea de Transmision,Atacama,RCA-4413,2013,Reforestacion,Mensual,Territorio,149,1,16.0,87547,Baja,71,En Proceso,Bajo
Colbun,Parque Solar,Los Lagos,RCA-9027,2013,Residuos,Mensual,Medio Ambiente,333,1,19.0,25123,Media,89,Completado,Bajo
Transelec,Central Hidroelectrica,Biobio,RCA-8939,2012,Emisiones Atmosfericas,Trimestral,Territorio,281,3,11.0,88770,Media,93,Completado,Bajo
AES Andes,Parque Solar,Antofagasta,RCA-4081,2020,Flora y Fauna,Trimestral,Operacion,246,0,11.0,90311,Alta,81,Completado,Medio
Engie,Subestacion,Metropolitana,RCA-6448,2010,Residuos,Semestral,Permisos,64,3,14.0,109376,Baja,50,En Proceso,Medio
Enel,Parque Solar,Coquimbo,RCA-4258,2017,Emisiones Atmosfericas,Trimestral,Construccion,102,1,39.0,99547,Alta,68,En Proceso,Medio
Enel,Linea de Transmision,Antofagasta,RCA-3107,2024,Residuos,Anual,Medio Ambiente,335,1,26.0,103501,Media,71,En Proceso,Bajo
Transelec,Central Hidroelectrica,Antofagasta,RCA-8928,2010,Emisiones Atmosfericas,Trimestral,Construccion,185,2,20.0,60063,Alta,76,En Proceso,Medio
Colbun,Parque Solar,Metropolitana,RCA-3933,2016,Arqueologia,Semestral,Permisos,118,1,20.0,38358,Alta,75,En Proceso,Medio
Colbun,Subestacion,Coquimbo,RCA-3829,2014,Ruido,Mensual,Territorio,107,0,,79390,Media,64,En Proceso,Bajo
Engie,Parque Solar,Atacama,RCA-9633,2013,Calidad de Aguas,Semestral,Operacion,340,2,1.0,86088,Alta,78,En Proceso,Medio
Transelec,Parque Solar,Metropolitana,RCA-6006,2013,Residuos,Trimestral,Medio Ambiente,323,1,180.0,100283,Baja,87,Completado,Bajo
Enel,Linea de Transmision,Coquimbo,RCA-2559,2017,Calidad de Aguas,Mensual,Operacion,61,0,10.0,112168,Alta,46,En Proceso,Medio
Colbun,Parque Solar,Antofagasta,RCA-2741,2020,Residuos,Mensual,Operacion,289,1,28.0,45892,Media,81,Completado,Bajo
Transelec,Linea de Transmision,Coquimbo,RCA-6830,2020,Arqueologia,Anual,Operacion,133,1,34.0,96422,Baja,94,Completado,Bajo
Colbun,Parque Eolico,Antofagasta,RCA-8523,2022,Arqueologia,Mensual,Operacion,319,1,13.0,18901,Baja,74,En Proceso,Bajo
AES Andes,Parque Eolico,Los Lagos,RCA-1625,2023,Emisiones Atmosfericas,Trimestral,Permisos,90,0,25.0,81880,Alta,78,En Proceso,Medio
Colbun,Parque Eolico,Metropolitana,RCA-2690,2015,Residuos,Mensual,Operacion,204,1,23.0,92497,Media,85,Completado,Bajo
Enel,Parque Solar,Biobio,RCA-9282,2025,Arqueologia,Trimestral,Operacion,75,0,36.0,36835,Media,73,En Proceso,Bajo
CGE,Parque Solar,Metropolitana,RCA-7310,2023,Arqueologia,Semestral,Permisos,349,2,12.0,90598,Media,94,Completado,Bajo
Engie,Linea de Transmision,Los Lagos,RCA-4006,2021,Residuos,Mensual,Construccion,102,1,2.0,48377,Media,82,Completado,Bajo
Engie,Parque Eolico,Valparaiso,RCA-5302,2010,Emisiones Atmosfericas,Trimestral,Permisos,304,1,,65152,Alta,69,En Proceso,Medio
Enel,Linea de Transmision,Valparaiso,RCA-2088,2023,Emisiones Atmosfericas,Anual,Territorio,180,2,16.0,96491,Media,81,Completado,Bajo
Colbun,Subestacion,Valparaiso,RCA-7007,2019,Emisiones Atmosfericas,Semestral,Permisos,237,3,14.0,67057,Alta,70,En Proceso,Medio
Transelec,Linea de Transmision,Metropolitana,RCA-5611,2017,Emisiones Atmosfericas,Semestral,Construccion,79,1,2.0,66673,Alta,55,En Proceso,Medio
Colbun,Linea de Transmision,Atacama,RCA-8928,2022,Ruido,Trimestral,Territorio,147,2,16.0,82985,Media,60,En Proceso,Bajo
Enel,Parque Solar,Metropolitana,RCA-5490,2023,Residuos,Mensual,Territorio,27,1,4.0,94953,Alta,35,Pendiente,Alto
Engie,Linea de Transmision,Los Lagos,RCA-9378,2011,Reforestacion,Trimestral,Medio Ambiente,185,2,13.0,74973,Media,80,Completado,Bajo
Colbun,Parque Eolico,Los Lagos,RCA-2597,2015,Ruido,Semestral,Operacion,49,4,38.0,114538,Alta,37,Pendiente,Alto
Engie,Subestacion,Biobio,RCA-4747,2018,Arqueologia,Mensual,Territorio,96,1,1.0,66609,Baja,79,En Proceso,Bajo
Transelec,Linea de Transmision,Coquimbo,RCA-3670,2010,Ruido,Mensual,Territorio,273,1,9.0,105816,Baja,76,En Proceso,Bajo
Engie,Parque Solar,Metropolitana,RCA-9431,2015,Reforestacion,Mensual,Construccion,38,2,,88242,Media,44,En Proceso,Bajo
Engie,Linea de Transmision,Metropolitana,RCA-3580,2025,Reforestacion,Trimestral,Territorio,170,2,18.0,91800,Media,80,Completado,Bajo
CGE,Linea de Transmision,Antofagasta,RCA-8432,2017,Reforestacion,Semestral,Construccion,74,1,32.0,45982,Media,30,Pendiente,Medio
CGE,Parque Eolico,Los Lagos,RCA-9330,2019,Emisiones Atmosfericas,Mensual,Operacion,200,1,34.0,105406,Alta,62,En Proceso,Medio
AES Andes,Linea de Transmision,Antofagasta,RCA-3506,2022,Arqueologia,Trimestral,Medio Ambiente,137,0,20.0,78001,Baja,90,Completado,Bajo
CGE,Parque Eolico,Antofagasta,RCA-5725,2011,Ruido,Anual,Medio Ambiente,251,1,2.0,132807,Media,90,Completado,Bajo
Engie,Linea de Transmision,Metropolitana,RCA-5300,2014,Ruido,Mensual,Operacion,172,1,4.0,81428,Baja,80,Completado,Bajo
Enel,Linea de Transmision,Atacama,RCA-9759,2015,Residuos,Trimestral,Operacion,281,0,38.0,74495,Media,82,Completado,Bajo
Engie,Parque Eolico,Coquimbo,RCA-8002,2014,Ruido,Anual,Permisos,160,1,7.0,62148,Media,76,En Proceso,Bajo
Enel,Subestacion,Coquimbo,RCA-7131,2012,Arqueologia,Anual,Territorio,27,0,22.0,75120,Media,21,Pendiente,Alto
Enel,Linea de Transmision,Los Lagos,RCA-9831,2013,Emisiones Atmosfericas,Mensual,Territorio,204,0,20.0,110281,Alta,81,Completado,Medio
CGE,Subestacion,Biobio,RCA-5537,2016,Residuos,Mensual,Territorio,279,1,35.0,94569,Media,95,Completado,Bajo
Colbun,Linea de Transmision,Los Lagos,RCA-3335,2013,Ruido,Mensual,Construccion,54,2,4.0,82369,Media,37,Pendiente,Medio
Transelec,Parque Eolico,Atacama,RCA-5321,2018,Residuos,Semestral,Permisos,190,2,20.0,96394,Alta,67,En Proceso,Medio
CGE,Subestacion,Atacama,RCA-3985,2020,Calidad de Aguas,Semestral,Territorio,24,2,35.0,63940,Media,13,Pendiente,Alto
CGE,Parque Eolico,Coquimbo,RCA-1559,2021,Residuos,Trimestral,Construccion,120,5,33.0,62024,Media,97,Completado,Bajo
Colbun,Central Hidroelectrica,Valparaiso,RCA-1713,2023,Reforestacion,Mensual,Construccion,96,1,21.0,59324,Media,83,Completado,Bajo
Transelec,Subestacion,Antofagasta,RCA-5593,2022,Emisiones Atmosfericas,Mensual,Medio Ambiente,353,2,14.0,99701,Alta,81,Completado,Medio
Engie,Central Hidroelectrica,Antofagasta,RCA-4988,2022,Reforestacion,Trimestral,Construccion,343,3,31.0,102201,Media,74,En Proceso,Bajo
AES Andes,Subestacion,Coquimbo,RCA-7203,2019,Calidad de Aguas,Trimestral,Operacion,57,2,22.0,55030,Media,49,En Proceso,Bajo
AES Andes,Central Hidroelectrica,Los Lagos,RCA-1256,2011,Reforestacion,Semestral,Construccion,127,2,30.0,58118,Baja,86,Completado,Bajo
Engie,Linea de Transmision,Atacama,RCA-9768,2025,Calidad de Aguas,Trimestral,Operacion,345,1,,71604,Alta,87,Completado,Medio
CGE,Parque Solar,Los Lagos,RCA-1037,2014,Residuos,Mensual,Operacion,342,3,180.0,49424,Media,81,Completado,Bajo
Transelec,Subestacion,Biobio,RCA-9652,2017,Arqueologia,Mensual,Medio Ambiente,269,1,29.0,80885,Baja,90,Completado,Bajo
CGE,Subestacion,Valparaiso,RCA-2832,2023,Emisiones Atmosfericas,Mensual,Medio Ambiente,8,1,7.0,110897,Media,8,Pendiente,Alto
Enel,Parque Solar,Coquimbo,RCA-8600,2014,Arqueologia,Mensual,Construccion,173,1,32.0,84199,Media,82,Completado,Bajo
CGE,Parque Eolico,Antofagasta,RCA-6167,2019,Emisiones Atmosfericas,Mensual,Medio Ambiente,285,0,13.0,100678,Alta,64,En Proceso,Medio
CGE,Linea de Transmision,Metropolitana,RCA-1432,2021,Emisiones Atmosfericas,Mensual,Medio Ambiente,294,0,13.0,41983,Alta,98,Completado,Medio
Engie,Linea de Transmision,Los Lagos,RCA-5151,2017,Reforestacion,Mensual,Territorio,77,2,14.0,62416,Media,46,En Proceso,Bajo
Engie,Parque Eolico,Atacama,RCA-7411,2017,Reforestacion,Mensual,Construccion,141,1,6.0,27583,Media,99,Completado,Bajo
Engie,Parque Solar,Metropolitana,RCA-2751,2018,Arqueologia,Semestral,Construccion,342,2,16.0,73440,Baja,64,En Proceso,Bajo
AES Andes,Central Hidroelectrica,Biobio,RCA-5997,2019,Flora y Fauna,Mensual,Construccion,260,0,21.0,129550,Media,66,En Proceso,Bajo
Enel,Parque Eolico,Coquimbo,RCA-6720,2015,Calidad de Aguas,Trimestral,Medio Ambiente,145,2,16.0,119267,Alta,67,En Proceso,Medio
Engie,Central Hidroelectrica,Los Lagos,RCA-8616,2025,Reforestacion,Semestral,Medio Ambiente,212,2,5.0,84659,Media,66,En Proceso,Bajo
Transelec,Parque Eolico,Antofagasta,RCA-1256,2021,Reforestacion,Trimestral,Operacion,264,1,24.0,77019,Alta,81,Completado,Medio
AES Andes,Linea de Transmision,Los Lagos,RCA-1671,2013,Reforestacion,Anual,Permisos,267,3,1.0,87010,Alta,97,Completado,Medio
Colbun,Linea de Transmision,Valparaiso,RCA-1489,2021,Residuos,Mensual,Permisos,275,1,10.0,45532,Media,80,Completado,Bajo
Transelec,Parque Eolico,Metropolitana,RCA-7889,2020,Arqueologia,Semestral,Permisos,42,0,35.0,81098,Media,33,Pendiente,Medio
Transelec,Parque Solar,Valparaiso,RCA-3096,2012,Arqueologia,Anual,Territorio,207,2,31.0,21390,Alta,91,Completado,Medio
Engie,Linea de Transmision,Biobio,RCA-2682,2024,Reforestacion,Semestral,,228,2,,11082,Alta,88,Completado,Medio
Colbun,Subestacion,Antofagasta,RCA-3460,2021,Residuos,Mensual,Operacion,351,0,11.0,66340,Media,89,Completado,Bajo
Colbun,Central Hidroelectrica,Metropolitana,RCA-5529,2025,Reforestacion,Mensual,Operacion,56,2,9.0,134345,Media,32,Pendiente,Medio
AES Andes,Parque Solar,Biobio,RCA-6121,2023,Calidad de Aguas,Mensual,Permisos,85,1,2.0,116656,Alta,34,Pendiente,Alto
Colbun,Subestacion,Valparaiso,RCA-2975,2014,Residuos,Trimestral,Territorio,360,1,30.0,103623,Baja,78,En Proceso,Bajo
Enel,Subestacion,Valparaiso,RCA-4216,2015,Reforestacion,Semestral,Territorio,215,2,16.0,75432,Baja,67,En Proceso,Bajo
Engie,Linea de Transmision,Metropolitana,RCA-5515,2012,Emisiones Atmosfericas,Mensual,Permisos,11,1,1.0,113981,Alta,36,Pendiente,Alto
Colbun,Subestacion,Antofagasta,RCA-6692,2011,Flora y Fauna,Trimestral,Permisos,49,0,,62196,Alta,60,En Proceso,Medio
AES Andes,Subestacion,Valparaiso,RCA-5939,2025,Emisiones Atmosfericas,Trimestral,Medio Ambiente,319,1,11.0,45408,Alta,86,Completado,Medio
Enel,Linea de Transmision,Coquimbo,RCA-6563,2016,Flora y Fauna,Trimestral,Territorio,281,1,33.0,60739,Alta,72,En Proceso,Medio
CGE,Parque Eolico,Biobio,RCA-3963,2020,Residuos,Semestral,Operacion,263,3,17.0,34835,Media,65,En Proceso,Bajo
CGE,Subestacion,Metropolitana,RCA-5529,2014,Emisiones Atmosfericas,Semestral,Permisos,146,3,34.0,131658,Alta,60,En Proceso,Medio
Enel,Parque Eolico,Atacama,RCA-7786,2018,Calidad de Aguas,Mensual,Medio Ambiente,262,2,25.0,88576,Media,89,Completado,Bajo
AES Andes,Central Hidroelectrica,Atacama,RCA-7200,2024,Emisiones Atmosfericas,Trimestral,Operacion,289,0,22.0,53232,Media,70,En Proceso,Bajo
Enel,Linea de Transmision,Antofagasta,RCA-1976,2012,Arqueologia,Mensual,Territorio,41,0,26.0,73019,Media,70,En Proceso,Bajo
Engie,Parque Solar,Coquimbo,RCA-8345,2023,Flora y Fauna,Trimestral,Permisos,49,0,27.0,72241,Alta,60,En Proceso,Medio
Engie,Subestacion,Valparaiso,RCA-1045,2024,Flora y Fauna,Anual,Permisos,124,2,38.0,110870,Alta,75,En Proceso,Medio
CGE,Central Hidroelectrica,Atacama,RCA-2193,2017,Reforestacion,Semestral,Medio Ambiente,50,1,9.0,130955,Alta,44,En Proceso,Medio
Colbun,Linea de Transmision,Antofagasta,RCA-5512,2015,Calidad de Aguas,Trimestral,Medio Ambiente,144,0,37.0,102130,Alta,64,En Proceso,Medio
AES Andes,Parque Solar,Biobio,RCA-5943,2013,Flora y Fauna,Mensual,Territorio,57,1,5.0,93557,Alta,44,En Proceso,Medio
CGE,Parque Solar,Coquimbo,RCA-7282,2021,Flora y Fauna,Mensual,,305,1,180.0,82985,Alta,60,En Proceso,Medio
Colbun,Linea de Transmision,Coquimbo,RCA-1246,2021,Reforestacion,Trimestral,Medio Ambiente,292,1,22.0,77896,Media,74,En Proceso,Bajo
Colbun,Linea de Transmision,Los Lagos,RCA-4219,2024,Calidad de Aguas,Mensual,Permisos,278,2,12.0,77302,Alta,95,Completado,Medio
Engie,Parque Solar,Antofagasta,RCA-9983,2018,Emisiones Atmosfericas,Trimestral,Territorio,273,1,22.0,77847,Alta,98,Completado,Medio
Transelec,Parque Eolico,Antofagasta,RCA-1636,2014,Residuos,Mensual,Permisos,283,1,6.0,70053,Media,67,En Proceso,Bajo
Transelec,Subestacion,Los Lagos,RCA-4775,2025,Emisiones Atmosfericas,Mensual,Operacion,66,1,36.0,63786,Alta,51,En Proceso,Medio
Enel,Parque Solar,Valparaiso,RCA-3421,2024,Arqueologia,Mensual,Permisos,58,0,27.0,48497,Media,56,En Proceso,Bajo
Engie,Subestacion,Antofagasta,RCA-5183,2019,Arqueologia,Anual,Construccion,73,1,15.0,69131,Media,63,En Proceso,Bajo
Colbun,Parque Eolico,Los Lagos,RCA-1712,2025,Flora y Fauna,Semestral,Construccion,246,1,17.0,42216,Alta,89,Completado,Medio
AES Andes,Linea de Transmision,Valparaiso,RCA-6845,2015,Arqueologia,Mensual,Territorio,274,2,3.0,60917,Media,71,En Proceso,Bajo
Transelec,Central Hidroelectrica,Valparaiso,RCA-6323,2023,Residuos,Mensual,Territorio,256,1,10.0,72249,Alta,61,En Proceso,Medio
Colbun,Linea de Transmision,Metropolitana,RCA-7032,2024,Flora y Fauna,Trimestral,Territorio,358,1,25.0,81501,Alta,97,Completado,Medio
Transelec,Subestacion,Coquimbo,RCA-4644,2024,Reforestacion,Mensual,Operacion,288,0,21.0,81066,Baja,81,Completado,Bajo
Transelec,Linea de Transmision,Biobio,RCA-8773,2022,Arqueologia,Trimestral,Operacion,355,0,9.0,87360,Media,76,En Proceso,Bajo
Transelec,Linea de Transmision,Coquimbo,RCA-3108,2018,Reforestacion,Semestral,Permisos,75,3,24.0,85223,Media,64,En Proceso,Medio
AES Andes,Parque Solar,Coquimbo,RCA-4614,2016,Ruido,Trimestral,Medio Ambiente,327,2,32.0,119837,Alta,82,Completado,Medio
Engie,Linea de Transmision,Metropolitana,RCA-7957,2021,Ruido,Trimestral,Construccion,104,2,3.0,116446,Media,88,Completado,Bajo
AES Andes,Parque Eolico,Valparaiso,RCA-6279,2014,Ruido,Trimestral,Construccion,65,2,33.0,65387,Alta,58,En Proceso,Medio
CGE,Linea de Transmision,Valparaiso,RCA-5332,2011,Reforestacion,Anual,Construccion,107,1,12.0,97974,Media,78,En Proceso,Bajo
Colbun,Subestacion,Antofagasta,RCA-4900,2013,Ruido,Anual,Permisos,123,3,29.0,70612,Baja,76,En Proceso,Bajo
Engie,Subestacion,Metropolitana,RCA-8939,2011,Emisiones Atmosfericas,Trimestral,Permisos,21,1,21.0,33211,Media,7,Pendiente,Alto
Engie,Linea de Transmision,Antofagasta,RCA-7963,2012,Ruido,Mensual,Territorio,309,0,39.0,91624,Baja,66,En Proceso,Bajo
Engie,Linea de Transmision,Metropolitana,RCA-5568,2019,Flora y Fauna,Trimestral,Medio Ambiente,195,2,34.0,61807,Alta,70,En Proceso,Medio
Engie,Subestacion,Antofagasta,RCA-8838,2021,Calidad de Aguas,Mensual,Territorio,216,1,33.0,58022,Media,62,En Proceso,Bajo
AES Andes,Subestacion,Atacama,RCA-2845,2012,Emisiones Atmosfericas,Trimestral,Permisos,82,0,32.0,60418,Alta,31,Pendiente,Alto
Engie,Subestacion,Los Lagos,RCA-1382,2013,Calidad de Aguas,Trimestral,Operacion,50,3,20.0,56135,Alta,48,En Proceso,Medio
Enel,Parque Solar,Coquimbo,RCA-5112,2015,Flora y Fauna,Mensual,Territorio,97,0,3.0,120811,Alta,87,Completado,Medio
Colbun,Parque Solar,Coquimbo,RCA-8069,2021,Flora y Fauna,Mensual,Permisos,17,2,4.0,44869,Alta,27,Pendiente,Alto
Engie,Linea de Transmision,Biobio,RCA-4810,2012,Residuos,Trimestral,Permisos,232,2,17.0,71156,Baja,84,Completado,Bajo
Colbun,Subestacion,Los Lagos,RCA-2509,2019,Emisiones Atmosfericas,Semestral,Operacion,305,1,17.0,32789,Alta,70,En Proceso,Medio
Enel,Central Hidroelectrica,Valparaiso,RCA-8573,2023,Calidad de Aguas,Trimestral,Operacion,21,0,19.0,56709,Alta,39,Pendiente,Alto
Enel,Parque Solar,Biobio,RCA-2578,2010,Ruido,Trimestral,,307,0,4.0,42159,Alta,61,En Proceso,Medio
Colbun,Parque Solar,Atacama,RCA-1879,2010,Flora y Fauna,Mensual,Medio Ambiente,66,1,29.0,87914,Alta,41,En Proceso,Medio
Transelec,Subestacion,Biobio,RCA-3162,2025,Ruido,Trimestral,Permisos,47,1,17.0,36906,Media,70,En Proceso,Bajo
CGE,Parque Eolico,Coquimbo,RCA-8714,2018,Calidad de Aguas,Trimestral,Operacion,72,2,22.0,110773,Alta,67,En Proceso,Medio
Transelec,Parque Eolico,Valparaiso,RCA-2359,2018,Reforestacion,Trimestral,Medio Ambiente,216,2,2.0,42141,Baja,71,En Proceso,Bajo
Transelec,Parque Solar,Atacama,RCA-5431,2014,Emisiones Atmosfericas,Mensual,Construccion,207,1,12.0,49025,Alta,84,Completado,Medio
AES Andes,Central Hidroelectrica,Coquimbo,RCA-9148,2018,Arqueologia,Trimestral,Construccion,218,2,11.0,91862,Media,96,Completado,Bajo
Transelec,Linea de Transmision,Los Lagos,RCA-4960,2020,Reforestacion,Mensual,Construccion,113,1,29.0,121961,Media,90,Completado,Bajo
Engie,Linea de Transmision,Antofagasta,RCA-4811,2016,Reforestacion,Mensual,Permisos,288,1,20.0,64084,Media,76,En Proceso,Bajo
AES Andes,Parque Eolico,Metropolitana,RCA-5242,2018,Arqueologia,Anual,Medio Ambiente,98,1,5.0,89858,Baja,71,En Proceso,Bajo
AES Andes,Parque Eolico,Atacama,RCA-5217,2021,Flora y Fauna,Mensual,Medio Ambiente,229,1,25.0,48885,Alta,89,Completado,Medio
Enel,Linea de Transmision,Valparaiso,RCA-1080,2016,Residuos,Mensual,Construccion,229,1,34.0,62230,Media,61,En Proceso,Bajo
Transelec,Linea de Transmision,Biobio,RCA-3732,2018,Ruido,Trimestral,Territorio,243,1,12.0,72284,Media,75,En Proceso,Bajo
Enel,Linea de Transmision,Los Lagos,RCA-8833,2024,Flora y Fauna,Semestral,Construccion,122,1,28.0,54308,Alta,60,En Proceso,Medio
Colbun,Linea de Transmision,Biobio,RCA-3709,2011,Residuos,Trimestral,Permisos,95,3,34.0,103509,Media,93,Completado,Bajo
CGE,Parque Eolico,Atacama,RCA-3422,2020,Ruido,Semestral,Construccion,344,1,6.0,95051,Alta,60,En Proceso,Medio
AES Andes,Parque Solar,Los Lagos,RCA-4641,2020,Calidad de Aguas,Semestral,Construccion,293,1,19.0,61710,Media,95,Completado,Bajo
Colbun,Subestacion,Valparaiso,RCA-1667,2017,Reforestacion,Mensual,Medio Ambiente,285,1,12.0,13697,Media,62,En Proceso,Bajo
Colbun,Subestacion,Atacama,RCA-3496,2016,Reforestacion,Mensual,Construccion,23,0,25.0,56852,Media,33,Pendiente,Alto
Engie,Linea de Transmision,Valparaiso,RCA-4499,2025,Arqueologia,Mensual,Operacion,179,2,13.0,106475,Baja,71,En Proceso,Bajo
CGE,Linea de Transmision,Biobio,RCA-9080,2015,Residuos,Semestral,Operacion,110,0,17.0,71879,Media,86,Completado,Bajo
Colbun,Parque Solar,Coquimbo,RCA-7823,2014,Ruido,Mensual,Territorio,293,0,12.0,100587,Media,96,Completado,Bajo
Colbun,Central Hidroelectrica,Los Lagos,RCA-2189,2013,Flora y Fauna,Mensual,Permisos,252,2,3.0,116291,Media,84,Completado,Bajo
CGE,Parque Eolico,Antofagasta,RCA-7604,2016,Ruido,Trimestral,Permisos,327,3,24.0,90170,Baja,71,En Proceso,Bajo
CGE,Linea de Transmision,Coquimbo,RCA-9650,2012,Flora y Fauna,Trimestral,Medio Ambiente,146,1,8.0,103255,Media,92,Completado,Bajo
Colbun,Central Hidroelectrica,Antofagasta,RCA-2025,2017,Reforestacion,Trimestral,Permisos,302,1,36.0,60770,Alta,68,En Proceso,Medio
CGE,Parque Eolico,Biobio,RCA-8785,2011,Arqueologia,Trimestral,Territorio,197,2,26.0,104080,Alta,60,En Proceso,Medio
Colbun,Parque Eolico,Los Lagos,RCA-1071,2010,Arqueologia,Mensual,Operacion,355,2,8.0,69710,Media,82,Completado,Bajo
Colbun,Subestacion,Coquimbo,RCA-6546,2020,Ruido,Trimestral,Medio Ambiente,307,0,32.0,55831,Baja,87,Completado,Bajo
Engie,Subestacion,Coquimbo,RCA-3685,2011,Ruido,Trimestral,Operacion,295,0,32.0,127864,Baja,62,En Proceso,Bajo
Transelec,Subestacion,Atacama,RCA-8372,2018,Flora y Fauna,Anual,Territorio,336,3,1.0,74498,Alta,97,Completado,Medio
Colbun,Linea de Transmision,Metropolitana,RCA-2848,2014,Flora y Fauna,Mensual,Medio Ambiente,212,1,3.0,57186,Media,95,Completado,Bajo
Enel,Linea de Transmision,Biobio,RCA-3022,2020,Residuos,Semestral,Construccion,252,1,1.0,85626,Baja,64,En Proceso,Bajo
AES Andes,Linea de Transmision,Valparaiso,RCA-7338,2017,Reforestacion,Trimestral,Permisos,146,1,15.0,47855,Baja,88,Completado,Bajo
Transelec,Subestacion,Biobio,RCA-4741,2012,Residuos,Mensual,Territorio,315,1,20.0,43609,Media,72,En Proceso,Bajo
Transelec,Parque Eolico,Valparaiso,RCA-2298,2016,Residuos,Semestral,Medio Ambiente,226,0,3.0,69754,Media,63,En Proceso,Bajo
Transelec,Subestacion,Los Lagos,RCA-5102,2024,Ruido,Mensual,Operacion,229,2,15.0,38997,Media,65,En Proceso,Bajo
Engie,Linea de Transmision,Valparaiso,RCA-1904,2011,Emisiones Atmosfericas,Anual,Medio Ambiente,358,2,37.0,63138,Media,97,Completado,Bajo
Colbun,Central Hidroelectrica,Antofagasta,RCA-4026,2017,Emisiones Atmosfericas,Semestral,Construccion,188,0,21.0,42206,Alta,65,En Proceso,Medio
Engie,Central Hidroelectrica,Valparaiso,RCA-7709,2023,Emisiones Atmosfericas,Mensual,Territorio,309,0,39.0,99508,Alta,70,En Proceso,Medio
Colbun,Parque Eolico,Valparaiso,RCA-5711,2016,Emisiones Atmosfericas,Mensual,Medio Ambiente,192,4,23.0,117114,Alta,86,Completado,Medio
Engie,Central Hidroelectrica,Atacama,RCA-9021,2021,Residuos,Mensual,Territorio,117,0,35.0,40259,Baja,94,Completado,Bajo
Engie,Parque Solar,Coquimbo,RCA-6969,2014,Ruido,Mensual,Territorio,185,0,18.0,128289,Media,99,Completado,Bajo
AES Andes,Central Hidroelectrica,Biobio,RCA-3620,2021,Emisiones Atmosfericas,Mensual,Operacion,203,2,17.0,94012,Alta,63,En Proceso,Medio
Enel,Linea de Transmision,Biobio,RCA-3646,2020,Arqueologia,Mensual,Permisos,74,0,31.0,81075,Media,56,En Proceso,Bajo
Engie,Subestacion,Los Lagos,RCA-5865,2013,Calidad de Aguas,Trimestral,Construccion,90,3,26.0,36930,Alta,75,En Proceso,Medio
AES Andes,Linea de Transmision,Los Lagos,RCA-8345,2010,Arqueologia,Mensual,Medio Ambiente,43,1,22.0,33964,Alta,47,En Proceso,Medio
CGE,Linea de Transmision,Valparaiso,RCA-3289,2014,Ruido,Semestral,Permisos,135,0,36.0,74098,Alta,66,En Proceso,Medio
Enel,Linea de Transmision,Metropolitana,RCA-8370,2021,Ruido,Semestral,Operacion,14,0,35.0,70683,Baja,10,Pendiente,Alto
Engie,Parque Solar,Biobio,RCA-4872,2018,Calidad de Aguas,Trimestral,,7,0,11.0,67630,Alta,7,Pendiente,Alto
Transelec,Parque Eolico,Los Lagos,RCA-8690,2019,Flora y Fauna,Semestral,Territorio,306,2,27.0,76217,Alta,65,En Proceso,Medio
CGE,Parque Solar,Valparaiso,RCA-2440,2013,Flora y Fauna,Mensual,Territorio,154,2,34.0,57139,Alta,64,En Proceso,Medio
CGE,Linea de Transmision,Los Lagos,RCA-1765,2022,Flora y Fauna,Mensual,Construccion,71,1,18.0,69402,Alta,35,Pendiente,Alto
